,icd9,ccs_level_3,ccs_level_3_description,ccs_level_1,ccs_level_1_description
7464,65690,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7465,65691,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7466,65693,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7467,65900,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7468,65901,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7469,65903,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7470,65910,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7471,65911,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7472,65913,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7473,65920,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7474,65921,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7475,65923,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7476,65930,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7477,65931,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7478,65933,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7479,65940,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7480,65941,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7481,65943,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7482,65950,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7483,65951,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7484,65953,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7485,65960,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7486,65961,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7487,65963,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7488,65970,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7489,65971,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7490,65973,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7491,65980,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7492,65981,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7493,65983,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7494,65990,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7495,65991,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7496,65993,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7497,66500,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7498,66501,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7499,66503,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7500,66510,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7501,66511,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7502,66512,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7503,66514,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7504,66520,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7505,66522,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7506,66524,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7507,66530,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7508,66531,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7509,66534,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7510,66540,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7511,66541,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7512,66544,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7513,66550,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7514,66551,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7515,66554,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7516,66560,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7517,66561,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7518,66564,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7519,66570,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7520,66571,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7521,66572,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7522,66574,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7523,66580,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7524,66581,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7525,66582,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7526,66583,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7527,66584,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7528,66590,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7529,66591,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7530,66592,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7531,66593,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7532,66594,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7533,66600,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7534,66602,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7535,66604,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7536,66610,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7537,66612,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7538,66614,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7539,66620,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7540,66622,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7541,66624,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7542,66630,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7543,66632,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7544,66634,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7545,66700,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7546,66702,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7547,66704,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7548,66710,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7549,66712,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7550,66714,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7551,66800,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7552,66801,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7553,66802,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7554,66803,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7555,66804,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7556,66810,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7557,66811,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7558,66812,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7559,66813,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7560,66814,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7561,66820,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7562,66821,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7563,66822,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7564,66823,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7565,66824,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7566,66880,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7567,66881,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7568,66882,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7569,66883,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7570,66884,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7571,66890,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7572,66891,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7573,66892,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7574,66893,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7575,66894,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7576,66900,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7577,66901,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7578,66902,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7579,66903,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7580,66904,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7581,66910,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7582,66911,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7583,66912,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7584,66913,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7585,66914,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7586,66920,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7587,66921,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7588,66922,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7589,66923,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7590,66924,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7591,66930,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7592,66932,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7593,66934,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7594,66940,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7595,66941,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7596,66942,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7597,66943,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7598,66944,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7599,66960,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7600,66961,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7601,66970,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7602,66971,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7603,66980,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7604,66981,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7605,66982,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7606,66983,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7607,66984,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7608,66990,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7609,66991,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7610,66992,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7611,66993,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7612,66994,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7613,67000,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7614,67002,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7615,67004,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7616,67010,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7617,67012,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7618,67014,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7619,67020,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7620,67022,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7621,67024,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7622,67030,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7623,67032,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7624,67034,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7625,67080,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7626,67082,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7627,67084,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7628,67100,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7629,67101,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7630,67102,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7631,67103,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7632,67104,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7633,67110,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7634,67111,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7635,67112,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7636,67113,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7637,67114,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7638,67120,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7639,67121,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7640,67122,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7641,67123,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7642,67124,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7643,67130,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7644,67131,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7645,67133,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7646,67140,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7647,67142,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7648,67144,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7649,67150,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7650,67151,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7651,67152,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7652,67153,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7653,67154,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7654,67180,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7655,67181,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7656,67182,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7657,67183,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7658,67184,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7659,67190,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7660,67191,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7661,67192,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7662,67193,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7663,67194,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7664,67200,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7665,67202,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7666,67204,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7667,67300,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7668,67301,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7669,67302,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7670,67303,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7671,67304,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7672,67310,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7673,67311,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7674,67312,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7675,67313,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7676,67314,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7677,67320,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7678,67321,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7679,67322,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7680,67323,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7681,67324,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7682,67330,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7683,67331,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7684,67332,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7685,67333,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7686,67334,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7687,67380,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7688,67381,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7689,67382,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7690,67383,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7691,67384,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7692,67400,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7693,67401,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7694,67402,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7695,67403,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7696,67404,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7697,67410,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7698,67412,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7699,67414,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7700,67420,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7701,67422,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7702,67424,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7703,67430,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7704,67432,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7705,67434,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7706,67440,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7707,67442,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7708,67444,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7709,67450,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7710,67451,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7711,67452,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7712,67453,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7713,67454,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7714,67480,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7715,67482,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7716,67484,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7717,67490,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7718,67492,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7719,67494,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7720,67500,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7721,67501,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7722,67502,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7723,67503,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7724,67504,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7725,67510,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7726,67511,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7727,67512,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7728,67513,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7729,67514,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7730,67520,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
7731,67521,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium
